problem_id,grade,grade_numeric,start_holds,mid_holds,end_holds,full_path,path_length,is_benchmark,repeats,quality_score,quality_weight,quality_bin,strata
332371,6B+,1,"[[5, 4]]","[[6, 8], [4, 9], [6, 12], [5, 13], [8, 13], [4, 14], [8, 15], [6, 16]]","[[4, 17]]","[[5, 4], [6, 8], [4, 9], [6, 12], [5, 13], [8, 13], [4, 14], [8, 15], [6, 16], [4, 17]]",10,False,25,25,0.343019006306317,medium,6B+_medium
335026,6C+,3,"[[9, 4]]","[[4, 5], [7, 7], [2, 9], [4, 11], [0, 13], [3, 14]]","[[3, 17]]","[[9, 4], [4, 5], [7, 7], [2, 9], [4, 11], [0, 13], [3, 14], [3, 17]]",8,False,12,12,0.2700430664208519,low,6C+_low
307259,6B+,1,"[[10, 4], [5, 4]]","[[6, 1], [9, 7], [6, 7], [10, 10], [7, 10], [6, 12], [4, 14]]","[[6, 17]]","[[6, 1], [5, 4], [10, 4], [6, 7], [9, 7], [7, 10], [10, 10], [6, 12], [4, 14], [6, 17]]",10,False,54,54,0.4219001589104255,high,6B+_high
334395,6C+,3,"[[1, 2], [0, 4]]","[[2, 6], [1, 9], [2, 12], [4, 14]]","[[4, 17]]","[[1, 2], [0, 4], [2, 6], [1, 9], [2, 12], [4, 14], [4, 17]]",7,False,12,12,0.2700430664208519,low,6C+_low
351673,6B+,1,"[[5, 4]]","[[6, 1], [2, 6], [5, 6], [6, 8], [4, 9], [4, 11], [1, 12], [4, 13], [1, 15], [4, 15]]","[[3, 17]]","[[6, 1], [5, 4], [2, 6], [5, 6], [6, 8], [4, 9], [4, 11], [1, 12], [4, 13], [1, 15], [4, 15], [3, 17]]",12,False,10,10,0.2524552738395527,low,6B+_low
273014,6C,2,"[[5, 4]]","[[6, 1], [1, 8], [7, 9], [7, 10], [4, 10], [5, 13], [6, 14]]","[[4, 17]]","[[6, 1], [5, 4], [1, 8], [7, 9], [7, 10], [4, 10], [5, 13], [6, 14], [4, 17]]",9,False,16,16,0.2982864425871573,medium,6C_medium
250916,6C,2,"[[6, 1], [8, 3]]","[[5, 6], [9, 7], [7, 10], [5, 13], [4, 14]]","[[1, 17]]","[[6, 1], [8, 3], [5, 6], [9, 7], [7, 10], [5, 13], [4, 14], [1, 17]]",8,False,23,23,0.334591947829739,medium,6C_medium
142721,7B,6,"[[6, 3]]","[[10, 6], [7, 7], [10, 10], [5, 11], [7, 13]]","[[3, 17]]","[[6, 3], [10, 6], [7, 7], [10, 10], [5, 11], [7, 13], [3, 17]]",7,False,13,13,0.2778453039147054,low,7B_low
305775,7A,4,"[[6, 3], [5, 4]]","[[2, 7], [5, 10], [4, 11], [7, 11], [5, 14]]","[[8, 17]]","[[6, 3], [5, 4], [2, 7], [5, 10], [4, 11], [7, 11], [5, 14], [8, 17]]",8,False,13,13,0.2778453039147054,low,7A_low
130882,6B+,1,"[[10, 4]]","[[9, 6], [10, 8], [7, 10], [6, 12], [4, 14], [6, 16]]","[[3, 17]]","[[10, 4], [9, 6], [10, 8], [7, 10], [6, 12], [4, 14], [6, 16], [3, 17]]",8,False,95,95,0.4805438276006692,high,6B+_high
339259,6B+,1,"[[6, 1], [5, 4]]","[[4, 6], [4, 7], [6, 8], [4, 10], [6, 12], [4, 14]]","[[6, 17]]","[[6, 1], [5, 4], [4, 6], [4, 7], [6, 8], [4, 10], [6, 12], [4, 14], [6, 17]]",9,False,52,52,0.4180003787609301,high,6B+_high
103364,7B,6,"[[0, 4]]","[[3, 8], [3, 9], [7, 11], [5, 12], [6, 15]]","[[3, 17]]","[[0, 4], [3, 8], [3, 9], [7, 11], [5, 12], [6, 15], [3, 17]]",7,False,26,26,0.3469923845200308,medium,7B_medium
78518,6B+,1,"[[10, 4]]","[[2, 6], [9, 7], [7, 9], [3, 10], [4, 14], [9, 15]]","[[10, 17]]","[[10, 4], [2, 6], [9, 7], [7, 9], [3, 10], [4, 14], [9, 15], [10, 17]]",8,False,16,16,0.2982864425871573,medium,6B+_medium
330490,6C,2,"[[5, 4]]","[[7, 9], [4, 9], [6, 13], [2, 14]]","[[4, 17]]","[[5, 4], [4, 9], [7, 9], [6, 13], [2, 14], [4, 17]]",6,False,33,33,0.3712623824726224,high,6C_high
207324,6B+,1,"[[5, 4]]","[[7, 9], [6, 12], [4, 14]]","[[7, 17]]","[[5, 4], [7, 9], [6, 12], [4, 14], [7, 17]]",5,False,12,12,0.2700430664208519,low,6B+_low
140969,7C,8,"[[6, 5]]","[[9, 9], [9, 12], [10, 12], [10, 15]]","[[6, 17]]","[[6, 5], [9, 9], [9, 12], [10, 12], [10, 15], [6, 17]]",6,False,11,11,0.2616160079442738,low,7C_low
19656,6B+,1,"[[3, 2], [7, 4]]","[[4, 7], [4, 10], [2, 11], [4, 15]]","[[2, 17]]","[[3, 2], [7, 4], [4, 7], [4, 10], [2, 11], [4, 15], [2, 17]]",7,False,26,26,0.3469923845200308,medium,6B+_medium
349436,6B+,1,"[[6, 3], [5, 4]]","[[6, 8], [7, 9], [6, 12], [8, 13], [4, 14]]","[[4, 17]]","[[6, 3], [5, 4], [6, 8], [7, 9], [6, 12], [8, 13], [4, 14], [4, 17]]",8,False,16,16,0.2982864425871573,medium,6B+_medium
337693,6C,2,"[[8, 4], [4, 5]]","[[8, 9], [10, 10], [8, 13], [4, 15]]","[[4, 17]]","[[8, 4], [4, 5], [8, 9], [10, 10], [8, 13], [4, 15], [4, 17]]",7,False,13,13,0.2778453039147054,low,6C_low
331609,6B+,1,"[[10, 4]]","[[9, 7], [10, 8], [8, 9], [7, 9], [6, 12], [4, 14], [6, 16]]","[[4, 17]]","[[10, 4], [9, 7], [10, 8], [8, 9], [7, 9], [6, 12], [4, 14], [6, 16], [4, 17]]",9,False,34,34,0.3743142491001131,high,6B+_high
95836,6C,2,"[[6, 1]]","[[7, 7], [4, 7], [5, 10], [2, 12], [4, 15]]","[[3, 17]]","[[6, 1], [7, 7], [4, 7], [5, 10], [2, 12], [4, 15], [3, 17]]",7,False,93,93,0.4783272820139672,high,6C_high
353467,6B+,1,"[[10, 4]]","[[10, 8], [7, 9], [8, 13], [4, 14]]","[[3, 17]]","[[10, 4], [10, 8], [7, 9], [8, 13], [4, 14], [3, 17]]",6,False,20,20,0.320533492202584,medium,6B+_medium
346395,6B+,1,"[[5, 4]]","[[7, 7], [6, 7], [7, 9], [4, 9], [6, 12], [8, 13], [6, 14]]","[[8, 17], [6, 17]]","[[5, 4], [6, 7], [7, 7], [7, 9], [4, 9], [6, 12], [8, 13], [6, 14], [8, 17], [6, 17]]",10,False,12,12,0.2700430664208519,low,6B+_low
356012,6B+,1,"[[5, 4]]","[[7, 9], [10, 13], [6, 14]]","[[10, 17]]","[[5, 4], [7, 9], [10, 13], [6, 14], [10, 17]]",5,False,16,16,0.2982864425871573,medium,6B+_medium
242591,7B,6,"[[4, 5], [6, 5]]","[[1, 3], [4, 8], [1, 9], [3, 14], [1, 14]]","[[4, 17]]","[[1, 3], [4, 5], [6, 5], [4, 8], [1, 9], [1, 14], [3, 14], [4, 17]]",8,False,15,15,0.2919037595418605,medium,7B_medium
334562,7C,8,"[[6, 3]]","[[6, 6], [3, 7], [5, 11], [2, 14]]","[[7, 17]]","[[6, 3], [6, 6], [3, 7], [5, 11], [2, 14], [7, 17]]",6,False,10,10,0.2524552738395527,low,7C_low
355870,6C+,3,"[[6, 1], [1, 5]]","[[4, 6], [7, 7], [6, 9], [8, 9], [7, 11], [10, 13], [8, 15]]","[[10, 17]]","[[6, 1], [1, 5], [4, 6], [7, 7], [6, 9], [8, 9], [7, 11], [10, 13], [8, 15], [10, 17]]",10,False,16,16,0.2982864425871573,medium,6C+_medium
123398,7B,6,"[[3, 2], [7, 4]]","[[2, 6], [5, 10], [0, 13], [7, 13], [5, 14]]","[[8, 17]]","[[3, 2], [7, 4], [2, 6], [5, 10], [7, 13], [0, 13], [5, 14], [8, 17]]",8,False,39,39,0.3883727047272681,high,7B_high
363818,6B+,1,"[[5, 4]]","[[5, 9], [4, 9], [4, 12], [1, 15]]","[[4, 17]]","[[5, 4], [5, 9], [4, 9], [4, 12], [1, 15], [4, 17]]",6,False,12,12,0.2700430664208519,low,6B+_low
293318,6C,2,"[[3, 4], [1, 5]]","[[3, 2], [4, 7], [2, 9], [4, 12], [3, 14], [0, 15]]","[[0, 17]]","[[3, 2], [3, 4], [1, 5], [4, 7], [2, 9], [4, 12], [3, 14], [0, 15], [0, 17]]",9,False,15,15,0.2919037595418605,medium,6C_medium
334533,6B+,1,"[[6, 3], [5, 4]]","[[6, 1], [10, 4], [9, 6], [6, 7], [4, 7], [4, 9], [7, 9], [6, 12], [6, 13], [4, 14]]","[[4, 17], [6, 17]]","[[6, 1], [6, 3], [5, 4], [10, 4], [9, 6], [4, 7], [6, 7], [4, 9], [7, 9], [6, 12], [6, 13], [4, 14], [4, 17], [6, 17]]",14,False,30,30,0.3615371321275857,high,6B+_high
169633,6B+,1,"[[5, 4]]","[[6, 1], [4, 7], [7, 8], [7, 9], [6, 12], [9, 15], [7, 15]]","[[8, 17]]","[[6, 1], [5, 4], [4, 7], [7, 8], [7, 9], [6, 12], [7, 15], [9, 15], [8, 17]]",9,False,12,12,0.2700430664208519,low,6B+_low
280454,6C+,3,"[[7, 4]]","[[5, 6], [8, 10], [4, 11], [4, 12], [0, 15]]","[[2, 17]]","[[7, 4], [5, 6], [8, 10], [4, 11], [4, 12], [0, 15], [2, 17]]",7,False,11,11,0.2616160079442738,low,6C+_low
169389,6C+,3,"[[5, 4]]","[[3, 8], [7, 10], [7, 11], [8, 13], [4, 15]]","[[6, 17]]","[[5, 4], [3, 8], [7, 10], [7, 11], [8, 13], [4, 15], [6, 17]]",7,False,189,189,0.5524173278152104,high,6C+_high
218119,6B+,1,"[[5, 4]]","[[6, 1], [8, 7], [7, 9], [3, 9], [2, 12], [7, 13], [4, 15]]","[[3, 17]]","[[6, 1], [5, 4], [8, 7], [3, 9], [7, 9], [2, 12], [7, 13], [4, 15], [3, 17]]",9,False,11,11,0.2616160079442738,low,6B+_low
360950,6B+,1,"[[5, 4], [9, 4]]","[[7, 9], [4, 9], [8, 13], [4, 14]]","[[4, 17]]","[[5, 4], [9, 4], [4, 9], [7, 9], [8, 13], [4, 14], [4, 17]]",7,False,13,13,0.2778453039147054,low,6B+_low
328411,6B+,1,"[[1, 2], [5, 4]]","[[4, 7], [5, 9], [1, 9], [4, 12], [1, 15]]","[[4, 17]]","[[1, 2], [5, 4], [4, 7], [5, 9], [1, 9], [4, 12], [1, 15], [4, 17]]",8,False,10,10,0.2524552738395527,low,6B+_low
273414,6C,2,"[[9, 1], [5, 4]]","[[7, 9], [5, 13], [8, 15]]","[[4, 17]]","[[9, 1], [5, 4], [7, 9], [5, 13], [8, 15], [4, 17]]",6,False,16,16,0.2982864425871573,medium,6C_medium
322206,6B+,1,"[[7, 4], [8, 5]]","[[4, 9], [9, 11], [5, 13], [7, 15]]","[[4, 17]]","[[7, 4], [8, 5], [4, 9], [9, 11], [5, 13], [7, 15], [4, 17]]",7,False,32,32,0.3681194020128963,high,6B+_high
307281,6B+,1,"[[5, 4]]","[[5, 6], [7, 9], [6, 12], [8, 13], [4, 14]]","[[6, 17]]","[[5, 4], [5, 6], [7, 9], [6, 12], [8, 13], [4, 14], [6, 17]]",7,False,36,36,0.3801647556462723,high,6B+_high
360338,6B+,1,"[[5, 4]]","[[6, 1], [6, 9], [4, 9], [6, 12], [4, 14], [6, 16]]","[[4, 17], [6, 17]]","[[6, 1], [5, 4], [4, 9], [6, 9], [6, 12], [4, 14], [6, 16], [4, 17], [6, 17]]",9,False,15,15,0.2919037595418605,medium,6B+_medium
279026,6B+,1,"[[5, 4], [8, 4]]","[[7, 9], [4, 9], [8, 13], [4, 14]]","[[6, 17]]","[[5, 4], [8, 4], [7, 9], [4, 9], [8, 13], [4, 14], [6, 17]]",7,False,17,17,0.3043041962321522,medium,6B+_medium
324904,6B+,1,"[[5, 4]]","[[10, 5], [7, 7], [7, 9], [6, 12], [5, 13], [8, 13]]","[[8, 17]]","[[5, 4], [10, 5], [7, 7], [7, 9], [6, 12], [8, 13], [5, 13], [8, 17]]",8,False,15,15,0.2919037595418605,medium,6B+_medium
353669,7B,6,"[[1, 3], [3, 5]]","[[4, 8], [1, 10], [3, 13], [3, 15]]","[[6, 17]]","[[1, 3], [3, 5], [4, 8], [1, 10], [3, 13], [3, 15], [6, 17]]",7,False,11,11,0.2616160079442738,low,7B_low
321941,6C+,3,"[[6, 3], [4, 5]]","[[6, 7], [4, 9], [5, 10], [2, 12], [6, 13], [5, 14], [8, 15]]","[[6, 17]]","[[6, 3], [4, 5], [6, 7], [4, 9], [5, 10], [2, 12], [6, 13], [5, 14], [8, 15], [6, 17]]",10,False,11,11,0.2616160079442738,low,6C+_low
168338,6B+,1,"[[5, 4]]","[[6, 8], [4, 9], [6, 12], [2, 12], [4, 14], [3, 16]]","[[6, 17]]","[[5, 4], [6, 8], [4, 9], [6, 12], [2, 12], [4, 14], [3, 16], [6, 17]]",8,False,17,17,0.3043041962321522,medium,6B+_medium
246869,6B+,1,"[[5, 4]]","[[6, 1], [9, 1], [4, 7], [6, 8], [2, 9], [5, 10], [2, 12], [6, 12], [4, 14], [8, 15]]","[[6, 17]]","[[6, 1], [9, 1], [5, 4], [4, 7], [6, 8], [2, 9], [5, 10], [2, 12], [6, 12], [4, 14], [8, 15], [6, 17]]",12,False,12,12,0.2700430664208519,low,6B+_low
341265,6C,2,"[[6, 3], [10, 4]]","[[9, 7], [10, 8], [10, 10], [1, 10], [10, 13], [5, 13], [4, 14]]","[[4, 17]]","[[6, 3], [10, 4], [9, 7], [10, 8], [10, 10], [1, 10], [10, 13], [5, 13], [4, 14], [4, 17]]",10,False,13,13,0.2778453039147054,low,6C_low
311356,6B+,1,"[[5, 4]]","[[6, 1], [6, 3], [2, 6], [6, 8], [4, 9], [5, 10], [2, 12], [4, 14], [1, 15]]","[[3, 17]]","[[6, 1], [6, 3], [5, 4], [2, 6], [6, 8], [4, 9], [5, 10], [2, 12], [4, 14], [1, 15], [3, 17]]",11,False,18,18,0.3099965028588725,medium,6B+_medium
355562,6C+,3,"[[3, 2], [8, 3]]","[[4, 6], [6, 8], [4, 10], [2, 12], [5, 14]]","[[3, 17]]","[[3, 2], [8, 3], [4, 6], [6, 8], [4, 10], [2, 12], [5, 14], [3, 17]]",8,False,13,13,0.2778453039147054,low,6C+_low
333587,6B+,1,"[[5, 4]]","[[7, 9], [3, 9], [4, 11], [2, 12], [3, 14], [1, 15]]","[[3, 17]]","[[5, 4], [7, 9], [3, 9], [4, 11], [2, 12], [3, 14], [1, 15], [3, 17]]",8,False,37,37,0.3829724427443376,high,6B+_high
27961,7A+,5,"[[6, 1]]","[[9, 7], [3, 8], [7, 10], [4, 14]]","[[4, 17]]","[[6, 1], [9, 7], [3, 8], [7, 10], [4, 14], [4, 17]]",6,True,1503,1503,0.7702310415558278,high,7A+_high
326130,7A,4,"[[5, 4]]","[[6, 1], [8, 8], [3, 8], [3, 10], [8, 11], [4, 14]]","[[8, 17]]","[[6, 1], [5, 4], [3, 8], [8, 8], [3, 10], [8, 11], [4, 14], [8, 17]]",8,False,11,11,0.2616160079442738,low,7A_low
153124,7B,6,"[[3, 2], [2, 4]]","[[5, 6], [5, 8], [8, 11], [4, 14]]","[[3, 17]]","[[3, 2], [2, 4], [5, 6], [5, 8], [8, 11], [4, 14], [3, 17]]",7,False,26,26,0.3469923845200308,medium,7B_medium
351988,6B+,1,"[[6, 1], [5, 4]]","[[6, 8], [4, 9], [7, 12], [5, 13]]","[[8, 17], [4, 17]]","[[6, 1], [5, 4], [6, 8], [4, 9], [7, 12], [5, 13], [8, 17], [4, 17]]",8,False,14,14,0.2851090132442163,low,6B+_low
354787,6C+,3,"[[6, 3]]","[[2, 6], [3, 9], [1, 12], [5, 14]]","[[4, 17]]","[[6, 3], [2, 6], [3, 9], [1, 12], [5, 14], [4, 17]]",6,False,11,11,0.2616160079442738,low,6C+_low
48765,7A,4,"[[7, 4]]","[[10, 8], [7, 11], [7, 13], [5, 14]]","[[4, 17]]","[[7, 4], [10, 8], [7, 11], [7, 13], [5, 14], [4, 17]]",6,True,2480,2480,0.8229282206137328,high,7A_high
71704,6B+,1,"[[5, 4]]","[[7, 9], [4, 9], [6, 12], [4, 14], [3, 16]]","[[1, 17]]","[[5, 4], [4, 9], [7, 9], [6, 12], [4, 14], [3, 16], [1, 17]]",7,False,18,18,0.3099965028588725,medium,6B+_medium
202061,6B+,1,"[[5, 4]]","[[6, 1], [9, 4], [2, 6], [6, 8], [4, 9], [6, 12], [2, 12], [3, 14], [1, 15]]","[[4, 17]]","[[6, 1], [5, 4], [9, 4], [2, 6], [6, 8], [4, 9], [2, 12], [6, 12], [3, 14], [1, 15], [4, 17]]",11,False,108,108,0.4939146124186684,high,6B+_high
339964,6B+,1,"[[5, 4]]","[[7, 7], [4, 9], [5, 10], [2, 12], [3, 14]]","[[3, 17]]","[[5, 4], [7, 7], [4, 9], [5, 10], [2, 12], [3, 14], [3, 17]]",7,False,12,12,0.2700430664208519,low,6B+_low
314227,7A+,5,"[[0, 4], [3, 5]]","[[2, 6], [6, 9], [5, 11], [8, 13], [5, 14]]","[[6, 17]]","[[0, 4], [3, 5], [2, 6], [6, 9], [5, 11], [8, 13], [5, 14], [6, 17]]",8,False,64,64,0.4394879514917246,high,7A+_high
68881,7A+,5,"[[0, 4], [2, 4]]","[[3, 9], [4, 9], [9, 9], [7, 13], [3, 14], [3, 15]]","[[0, 17]]","[[0, 4], [2, 4], [3, 9], [4, 9], [9, 9], [7, 13], [3, 14], [3, 15], [0, 17]]",9,True,556,556,0.6656524816246615,high,7A+_high
278472,6B+,1,"[[5, 4]]","[[6, 1], [7, 9], [6, 12], [4, 14]]","[[4, 17]]","[[6, 1], [5, 4], [7, 9], [6, 12], [4, 14], [4, 17]]",6,False,13,13,0.2778453039147054,low,6B+_low
89182,7A,4,"[[5, 4]]","[[9, 7], [7, 10], [2, 12], [3, 14]]","[[4, 17]]","[[5, 4], [9, 7], [7, 10], [2, 12], [3, 14], [4, 17]]",6,False,269,269,0.5894132094763687,high,7A_high
95527,6C,2,"[[0, 4], [2, 4]]","[[1, 7], [4, 7], [2, 9], [4, 10], [4, 12], [1, 14], [5, 14]]","[[3, 17]]","[[0, 4], [2, 4], [4, 7], [1, 7], [2, 9], [4, 10], [4, 12], [5, 14], [1, 14], [3, 17]]",10,False,130,130,0.5132706541492447,high,6C_high
32541,6B+,1,"[[9, 4]]","[[7, 7], [5, 9], [5, 10], [4, 12], [8, 13], [8, 14], [10, 15]]","[[6, 17]]","[[9, 4], [7, 7], [5, 9], [5, 10], [4, 12], [8, 13], [8, 14], [10, 15], [6, 17]]",9,False,13,13,0.2778453039147054,low,6B+_low
229756,7C,8,"[[7, 4]]","[[4, 6], [1, 7], [5, 9], [4, 13], [1, 15]]","[[0, 17]]","[[7, 4], [4, 6], [1, 7], [5, 9], [4, 13], [1, 15], [0, 17]]",7,False,12,12,0.2700430664208519,low,7C_low
43190,7A,4,"[[0, 4]]","[[1, 7], [5, 9], [4, 12], [8, 12], [8, 15]]","[[6, 17]]","[[0, 4], [1, 7], [5, 9], [4, 12], [8, 12], [8, 15], [6, 17]]",7,True,2516,2516,0.8244449146933971,high,7A_high
327794,6B+,1,"[[6, 1], [5, 4]]","[[6, 3], [6, 7], [7, 9], [4, 9], [7, 10], [6, 12], [5, 13], [8, 13], [4, 15]]","[[4, 17]]","[[6, 1], [6, 3], [5, 4], [6, 7], [4, 9], [7, 9], [7, 10], [6, 12], [5, 13], [8, 13], [4, 15], [4, 17]]",12,False,20,20,0.320533492202584,medium,6B+_medium
305580,6B+,1,"[[8, 3], [5, 4]]","[[8, 6], [7, 9], [2, 12], [8, 13], [6, 14]]","[[8, 17], [6, 17]]","[[8, 3], [5, 4], [8, 6], [7, 9], [2, 12], [8, 13], [6, 14], [8, 17], [6, 17]]",9,False,17,17,0.3043041962321522,medium,6B+_medium
343320,6B+,1,"[[5, 4]]","[[2, 6], [7, 9], [4, 10], [4, 12], [2, 12], [4, 14]]","[[3, 17]]","[[5, 4], [2, 6], [7, 9], [4, 10], [4, 12], [2, 12], [4, 14], [3, 17]]",8,False,30,30,0.3615371321275857,high,6B+_high
